EmployeeID,DateReviewed,PerformanceScore
5680,2025-08-05,69.04
5680,2025-11-03,68.34
5998,2025-08-21,72.67
5998,2025-11-19,67.49
6030,2025-09-18,81.6
6030,2025-12-17,84.31
5278,2025-11-05,82.76
5352,2025-12-02,82.79
5231,2026-01-10,75.95
5107,2026-01-26,89.49
5321,2026-02-15,79.81
5255,2026-03-03,80.03
5492,2026-03-14,68.51
5075,2026-03-28,75.42
5756,2021-11-27,78.58
5756,2022-02-25,80.27
5756,2022-05-26,77.89
5756,2022-08-24,85.31
5756,2022-11-22,78.95
5756,2023-02-20,84.94
5756,2023-05-21,85.0
5756,2023-08-19,83.47
5756,2023-11-17,85.11
5756,2024-02-15,80.64
5756,2024-05-15,71.52
5209,2022-01-10,88.54
5209,2022-04-10,90.56
5209,2022-07-09,89.69
5209,2022-10-07,87.68
5209,2023-01-05,85.74
5209,2023-04-05,93.87
5209,2023-07-04,94.38
5209,2023-10-02,92.0
5209,2023-12-31,82.37
5114,2022-04-06,77.73
5114,2022-07-05,76.79
5114,2022-10-03,77.58
5114,2023-01-01,79.74
5114,2023-04-01,80.58
5114,2023-06-30,72.62
5114,2023-09-28,71.87
5114,2023-12-27,58.03
5849,2023-07-15,83.23
5849,2023-10-13,90.49
5849,2024-01-11,90.29
5849,2024-04-10,83.35
5849,2024-07-09,90.51
5849,2024-10-07,91.09
5849,2025-01-05,75.63
5949,2022-07-30,85.32
5949,2022-10-28,85.85
5949,2023-01-26,89.75
5949,2023-04-26,89.51
5949,2023-07-25,85.6
5949,2023-10-23,93.23
5949,2024-01-21,79.51
6057,2022-10-04,93.12
6057,2023-01-02,87.62
6057,2023-04-02,85.98
6057,2023-07-01,88.01
6057,2023-09-29,88.68
6057,2023-12-28,80.39
5270,2024-05-29,89.92
5270,2024-08-27,81.48
5270,2024-11-25,88.41
5270,2025-02-23,82.69
5270,2025-05-24,88.74
5270,2025-08-22,77.12
5794,2024-06-10,99.93
5794,2024-09-08,93.38
5794,2024-12-07,100.0
5794,2025-03-07,94.82
5794,2025-06-05,95.36
5133,2022-04-06,95.77
5133,2022-07-05,100.0
5133,2022-10-03,99.31
5133,2023-01-01,95.62
5133,2023-04-01,86.56
5003,2024-10-01,88.6
5003,2024-12-30,89.64
5003,2025-03-30,91.41
5003,2025-06-28,92.39
5003,2025-09-26,87.43
5059,2023-09-28,77.45
5059,2023-12-27,74.04
5059,2024-03-26,82.46
5059,2024-06-24,74.24
5059,2024-09-22,67.98
5842,2023-05-30,92.97
5842,2023-08-28,91.37
5842,2023-11-26,90.74
5842,2024-02-24,87.95
5842,2024-05-24,84.2
5928,2022-03-26,95.09
5928,2022-06-24,98.33
5928,2022-09-22,96.37
5928,2022-12-21,92.01
5504,2024-11-17,90.49
5504,2025-02-15,84.32
5504,2025-05-16,88.61
5504,2025-08-14,74.56
5639,2022-12-17,68.29
5639,2023-03-17,74.57
5639,2023-06-15,70.72
5639,2023-09-13,63.66
5374,2023-04-14,81.67
5374,2023-07-13,78.12
5374,2023-10-11,85.93
5374,2024-01-09,79.73
5757,2024-05-29,74.16
5757,2024-08-27,79.32
5757,2024-11-25,76.25
5757,2025-02-23,61.85
6058,2024-05-02,100.0
6058,2024-07-31,100.0
6058,2024-10-29,100.0
6058,2025-01-27,91.73
5290,2024-05-28,82.77
5290,2024-08-26,74.81
5290,2024-11-24,76.59
5290,2025-02-22,72.23
6024,2024-05-21,75.22
6024,2024-08-19,71.05
6024,2024-11-17,67.58
5646,2023-10-20,97.75
5646,2024-01-18,100.0
5646,2024-04-17,88.4
5916,2022-03-03,99.32
5916,2022-06-01,100.0
5916,2022-08-30,88.22
5409,2021-06-11,91.88
5409,2021-09-09,89.47
5409,2021-12-08,83.63
5110,2024-02-26,80.5
5110,2024-05-26,81.83
5110,2024-08-24,77.61
5644,2023-11-05,96.79
5644,2024-02-03,94.97
5644,2024-05-03,96.29
5911,2024-08-10,91.41
5911,2024-11-08,91.13
5911,2025-02-06,87.69
5007,2024-11-12,89.27
5007,2025-02-10,92.19
5007,2025-05-11,84.57
5030,2022-08-11,92.78
5030,2022-11-09,88.99
5030,2023-02-07,84.11
5322,2021-08-14,72.98
5322,2021-11-12,73.81
5322,2022-02-10,72.4
5083,2024-11-28,93.78
5083,2025-02-26,79.88
5233,2021-11-29,88.06
5233,2022-02-27,74.95
5830,2023-05-18,92.6
5830,2023-08-16,86.96
5966,2023-07-01,96.52
5966,2023-09-29,94.13
5899,2024-05-08,81.79
5899,2024-08-06,71.98
5578,2023-04-12,93.0
5578,2023-07-11,89.04
6012,2024-12-04,86.82
6012,2025-03-04,83.38
5234,2022-08-03,86.13
5234,2022-11-01,75.84
5205,2023-08-05,83.43
5205,2023-11-03,77.36
5685,2021-04-23,78.72
5685,2021-07-22,68.1
5917,2023-02-15,83.26
5917,2023-05-16,77.36
5809,2023-04-23,70.7
5809,2023-07-22,61.23
5742,2021-09-01,66.88
5742,2021-11-30,65.82
5743,2021-07-31,73.84
5743,2021-10-29,67.78
5074,2022-11-23,90.05
5074,2023-02-21,74.16
5134,2021-04-01,89.89
5134,2021-06-30,84.11
5106,2024-07-18,85.36
5106,2024-10-16,78.95
5957,2022-07-31,81.5
5957,2022-10-29,72.27
5968,2024-03-20,78.11
5968,2024-06-18,76.7
5643,2023-10-15,86.88
5643,2024-01-13,83.63
6051,2025-04-26,61.65
5956,2024-09-15,71.79
5008,2022-01-04,78.02
6009,2021-10-31,92.03
5964,2023-11-25,86.06
5740,2023-01-04,90.37
5933,2025-06-26,70.99
5601,2024-03-09,70.83
5772,2024-08-17,84.23
5965,2022-11-26,62.14
5640,2022-05-06,66.51
6055,2024-12-31,61.84
5248,2021-06-26,74.49
5041,2024-11-07,69.57
5247,2023-02-19,73.5
5602,2024-11-08,80.97
5645,2023-09-24,81.01
5216,2024-04-15,86.94
5907,2025-01-03,75.25
5507,2022-12-19,93.39
5950,2024-04-18,82.33
5573,2022-10-05,79.39
5400,2024-11-03,82.21
5279,2025-11-20,76.02
5616,2024-03-23,83.51
5575,2025-06-17,63.65
5692,2021-04-17,74.73
6047,2024-09-25,87.49
5896,2022-10-23,65.82
5469,2025-10-01,70.5
5319,2024-11-27,66.15
6015,2024-03-04,79.22
5263,2023-06-25,66.98
5053,2023-09-27,65.78
5235,2024-07-02,61.79
5359,2021-11-23,87.97
5897,2021-12-07,58.19
5111,2024-06-04,78.79
5989,2025-10-04,74.81
5198,2022-03-09,64.42
5537,2024-08-04,73.88
5660,2025-02-16,78.13
5694,2021-11-18,65.55
6038,2025-11-28,82.17
5713,2023-03-07,88.02
5538,2023-02-20,70.4
5282,2025-12-22,82.43
6054,2022-03-04,58.91
5503,2021-05-19,81.24
5741,2025-04-22,66.88
5738,2024-07-08,79.32
5275,2023-07-13,83.44
5501,2022-10-07,77.47
5737,2023-11-04,74.2
5017,2022-01-26,70.23
5069,2023-02-07,84.72
5593,2024-12-26,74.01
5462,2024-06-19,64.66
5786,2022-01-25,85.91
5317,2022-08-31,89.14
5910,2023-05-14,64.68
5500,2021-10-31,66.92
5895,2025-11-27,89.65
5000,2024-12-16,78.3
5654,2021-11-30,96.8
5599,2021-12-09,72.39
5864,2022-07-02,76.76
5765,2022-09-18,86.48
5256,2026-02-13,83.78
5411,2022-11-26,74.53
5565,2022-05-13,80.8
5246,2023-10-22,76.56
5157,2025-01-31,75.69
5345,2025-01-25,73.5
5179,2021-12-28,74.1
5515,2026-01-23,71.36
5065,2024-01-25,86.72
5977,2023-11-26,67.26
5626,2025-04-22,58.21
5060,2021-10-11,93.58
5126,2022-06-02,67.36
5832,2025-02-13,71.88
5088,2025-04-13,76.79
5484,2024-05-20,84.64
5638,2022-05-03,63.27
6066,2021-12-08,77.5
5551,2024-02-18,72.98
5551,2024-05-18,65.3
5551,2024-08-16,66.24
5551,2024-11-14,68.96
5551,2025-02-12,65.65
5551,2025-05-13,72.95
5551,2025-08-11,66.42
5551,2025-11-09,66.73
5448,2024-07-31,92.39
5448,2024-10-29,91.43
5448,2025-01-27,92.59
5448,2025-04-27,89.66
5448,2025-07-26,86.69
5448,2025-10-24,91.83
5097,2024-11-15,80.03
5097,2025-02-13,77.53
5097,2025-05-14,78.56
5097,2025-08-12,86.18
5097,2025-11-10,85.43
5172,2025-01-25,79.77
5172,2025-04-25,75.23
5172,2025-07-24,77.61
5172,2025-10-22,76.66
5770,2025-03-25,81.49
5770,2025-06-23,78.01
5770,2025-09-21,86.97
5770,2025-12-20,83.1
5851,2025-05-16,73.08
5851,2025-08-14,72.42
5851,2025-11-12,65.51
5858,2025-06-28,73.18
5858,2025-09-26,69.28
5858,2025-12-25,70.48
5981,2025-08-08,85.02
5981,2025-11-06,89.66
5900,2025-08-24,72.4
5900,2025-11-22,74.66
5603,2025-09-22,82.39
5603,2025-12-21,81.62
5887,2025-11-13,75.5
5435,2025-12-04,78.19
5875,2026-01-17,89.29
5782,2026-01-29,74.75
5583,2026-02-16,92.06
5591,2026-03-09,65.57
5004,2026-03-14,89.21
5542,2026-03-28,86.81
6045,2023-03-08,81.48
6045,2023-06-06,86.42
6045,2023-09-04,81.57
6045,2023-12-03,83.73
6045,2024-03-02,82.46
6045,2024-05-31,83.07
6045,2024-08-29,79.28
6045,2024-11-27,80.86
6045,2025-02-25,80.07
6045,2025-05-26,87.53
6045,2025-08-24,79.88
5534,2022-01-30,80.77
5534,2022-04-30,83.55
5534,2022-07-29,81.2
5534,2022-10-27,85.14
5534,2023-01-25,82.78
5534,2023-04-25,82.52
5534,2023-07-24,86.34
5534,2023-10-22,80.64
5534,2024-01-20,74.21
5090,2022-04-10,69.63
5090,2022-07-09,66.42
5090,2022-10-07,74.48
5090,2023-01-05,65.49
5090,2023-04-05,71.95
5090,2023-07-04,65.72
5090,2023-10-02,63.19
5624,2022-02-21,92.32
5624,2022-05-22,92.76
5624,2022-08-20,86.79
5624,2022-11-18,87.02
5624,2023-02-16,92.82
5624,2023-05-17,92.01
5624,2023-08-15,79.9
5752,2021-08-18,77.66
5752,2021-11-16,85.55
5752,2022-02-14,84.73
5752,2022-05-15,87.3
5752,2022-08-13,86.98
5752,2022-11-11,82.09
5752,2023-02-09,76.16
5479,2021-05-15,83.91
5479,2021-08-13,92.99
5479,2021-11-11,87.05
5479,2022-02-09,83.92
5479,2022-05-10,83.63
5479,2022-08-08,78.09
5027,2023-11-17,90.87
5027,2024-02-15,89.77
5027,2024-05-15,93.23
5027,2024-08-13,93.9
5027,2024-11-11,95.72
5027,2025-02-09,83.92
5189,2023-10-27,79.0
5189,2024-01-25,81.86
5189,2024-04-24,85.56
5189,2024-07-23,81.37
5189,2024-10-21,73.94
5984,2022-11-24,78.66
5984,2023-02-22,78.7
5984,2023-05-23,74.19
5984,2023-08-21,72.88
5984,2023-11-19,66.94
5810,2024-07-18,79.93
5810,2024-10-16,84.11
5810,2025-01-14,77.56
5810,2025-04-14,85.6
5810,2025-07-13,70.25
5458,2024-07-25,80.07
5458,2024-10-23,75.35
5458,2025-01-21,74.06
5458,2025-04-21,78.34
5458,2025-07-20,71.66
5714,2022-12-21,91.69
5714,2023-03-21,91.54
5714,2023-06-19,91.03
5714,2023-09-17,87.66
5714,2023-12-16,83.53
5932,2023-06-24,81.52
5932,2023-09-22,80.3
5932,2023-12-21,81.66
5932,2024-03-20,70.64
5289,2021-06-10,74.46
5289,2021-09-08,75.09
5289,2021-12-07,73.76
5289,2022-03-07,67.18
5446,2024-04-21,75.19
5446,2024-07-20,75.13
5446,2024-10-18,76.31
5446,2025-01-16,69.97
5130,2024-07-27,88.48
5130,2024-10-25,90.3
5130,2025-01-23,87.81
5130,2025-04-23,78.93
5705,2022-02-13,85.27
5705,2022-05-14,83.48
5705,2022-08-12,80.25
5705,2022-11-10,74.69
5252,2022-07-16,75.53
5252,2022-10-14,75.15
5252,2023-01-12,70.21
5252,2023-04-12,66.09
5505,2022-01-15,100.0
5505,2022-04-15,98.53
5505,2022-07-14,94.23
5505,2022-10-12,86.09
5606,2021-05-12,99.7
5606,2021-08-10,100.0
5606,2021-11-08,94.91
5579,2024-02-03,72.21
5579,2024-05-03,73.31
5579,2024-08-01,61.68
5608,2024-05-30,92.52
5608,2024-08-28,85.81
5608,2024-11-26,78.18
5369,2021-08-31,87.62
5369,2021-11-29,86.79
5369,2022-02-27,74.99
5708,2022-09-11,82.93
5708,2022-12-10,85.05
5708,2023-03-10,76.04
5621,2021-08-31,88.35
5621,2021-11-29,88.0
5621,2022-02-27,82.76
5259,2022-01-19,85.7
5259,2022-04-19,92.28
5259,2022-07-18,76.17
5482,2022-05-22,100.0
5482,2022-08-20,100.0
5482,2022-11-18,86.55
5145,2021-08-29,84.89
5145,2021-11-27,80.74
5145,2022-02-25,79.68
6018,2024-08-22,80.03
6018,2024-11-20,76.42
6018,2025-02-18,68.57
5867,2025-05-10,91.42
5867,2025-08-08,87.61
5926,2025-03-15,90.17
5926,2025-06-13,85.89
5039,2025-02-10,86.53
5039,2025-05-11,75.46
5127,2022-09-22,94.4
5127,2022-12-21,86.88
5046,2025-06-06,94.98
5046,2025-09-04,84.22
5566,2022-03-11,89.14
5566,2022-06-09,82.91
5167,2023-11-10,90.29
5167,2024-02-08,80.49
5850,2023-07-05,84.5
5850,2023-10-03,74.07
5014,2023-03-19,83.27
5014,2023-06-17,79.95
5395,2025-07-25,98.91
5395,2025-10-23,90.18
5102,2023-04-08,67.06
5102,2023-07-07,60.65
5228,2023-04-29,85.48
5228,2023-07-28,75.14
5754,2025-04-19,87.17
5754,2025-07-18,86.35
5183,2022-02-27,91.84
5183,2022-05-28,80.86
5356,2024-10-30,100.0
5356,2025-01-28,86.7
5100,2025-09-05,94.25
5100,2025-12-04,92.9
5365,2022-12-30,83.04
5365,2023-03-30,75.17
5294,2023-04-03,68.74
5294,2023-07-02,66.43
5659,2023-12-09,84.64
5659,2024-03-08,76.95
5093,2021-09-20,89.85
5093,2021-12-19,85.33
5058,2022-11-02,80.65
5691,2022-07-03,74.79
5808,2024-02-12,78.07
5168,2021-06-14,79.05
5971,2025-09-13,80.02
5509,2024-12-20,81.28
5915,2024-05-06,78.98
5098,2024-06-19,96.02
5084,2024-10-02,68.35
5325,2022-10-29,85.41
5477,2025-07-19,85.63
5032,2023-11-18,66.38
5412,2023-12-30,79.09
5918,2024-10-22,90.77
5108,2024-11-20,71.49
6011,2021-09-16,79.54
5869,2024-02-17,87.81
5175,2024-06-25,82.7
5891,2022-12-26,78.15
6003,2022-03-16,79.66
5784,2024-01-14,80.36
5970,2024-04-21,69.79
6034,2023-03-01,75.1
5856,2022-08-12,81.61
5615,2025-07-08,58.07
5146,2023-04-21,65.19
6032,2025-08-09,72.38
5052,2021-08-19,64.29
5399,2024-08-20,75.52
5309,2024-09-12,65.99
5311,2025-02-06,66.64
5292,2023-12-31,75.83
5173,2024-07-14,75.23
5281,2024-09-30,60.77
5185,2022-05-22,76.18
5801,2021-10-18,61.19
5112,2023-04-04,69.16
5200,2025-12-13,81.2
5937,2026-01-14,72.69
5085,2023-05-12,86.26
5329,2022-12-16,71.55
5161,2025-02-17,73.62
5105,2021-04-24,77.5
6027,2024-09-02,74.02
5679,2024-06-24,92.47
5195,2023-05-28,81.66
5103,2022-11-06,83.97
5245,2023-02-10,74.74
5934,2022-05-16,89.57
5597,2023-09-03,86.37
5286,2022-04-05,76.33
5222,2023-10-31,79.93
5415,2026-01-07,84.13
5272,2024-01-30,82.87
5011,2026-02-18,88.69
5291,2021-10-19,82.97
5427,2026-02-25,77.13
5472,2022-02-26,74.07
5495,2024-12-06,90.73
5212,2022-09-26,89.23
5960,2022-09-11,88.45
5459,2023-10-22,86.13
5001,2025-04-10,78.11
5229,2026-03-11,79.68
5125,2023-10-04,75.58
5483,2021-12-01,67.19
5124,2022-12-06,95.89
5238,2025-11-01,79.75
5580,2024-09-17,78.86
5681,2025-02-14,71.21
5874,2021-04-19,60.37
5276,2022-10-13,86.81
5633,2025-06-20,77.2
5192,2025-11-14,76.08
5196,2024-07-04,81.55
5018,2025-10-12,85.21
5422,2022-01-25,69.01
5731,2024-04-23,83.23
5584,2021-04-24,85.36
5506,2025-10-23,88.65
5129,2021-05-20,68.67
6033,2023-07-25,69.85
5419,2025-03-14,79.7
5154,2021-12-27,87.45
5641,2022-03-31,85.91
5303,2024-04-17,80.78
5303,2024-07-16,80.22
5303,2024-10-14,83.81
5303,2025-01-12,80.68
5303,2025-04-12,83.45
5303,2025-07-11,84.48
5303,2025-10-09,83.85
5522,2024-08-29,80.74
5522,2024-11-27,82.98
5522,2025-02-25,81.5
5522,2025-05-26,76.65
5522,2025-08-24,76.1
5522,2025-11-22,80.24
5846,2024-11-20,71.24
5846,2025-02-18,72.72
5846,2025-05-19,73.83
5846,2025-08-17,72.06
5846,2025-11-15,65.26
5320,2025-01-26,79.62
5320,2025-04-26,81.73
5320,2025-07-25,77.93
5320,2025-10-23,80.77
5466,2025-04-01,85.93
5466,2025-06-30,81.92
5466,2025-09-28,79.68
5466,2025-12-27,83.15
5396,2025-05-20,77.83
5396,2025-08-18,79.85
5396,2025-11-16,77.67
5418,2025-07-01,81.31
5418,2025-09-29,86.83
5418,2025-12-28,82.17
5442,2025-08-08,66.97
5442,2025-11-06,71.16
6063,2025-08-27,86.75
6063,2025-11-25,81.85
5665,2025-09-26,81.72
5665,2025-12-25,79.34
5629,2025-11-19,82.58
5854,2025-12-06,67.38
5710,2026-01-17,80.01
5202,2026-01-29,85.45
5351,2026-02-17,82.1
5138,2026-03-10,82.13
5143,2026-03-15,81.22
5748,2026-03-31,72.91
5564,2022-11-18,83.63
5564,2023-02-16,83.96
5564,2023-05-17,82.8
5564,2023-08-15,90.7
5564,2023-11-13,84.31
5564,2024-02-11,89.29
5564,2024-05-11,89.98
5564,2024-08-09,85.32
5564,2024-11-07,92.43
5564,2025-02-05,90.81
5564,2025-05-06,79.26
5831,2023-08-05,93.74
5831,2023-11-03,96.28
5831,2024-02-01,90.41
5831,2024-05-01,96.17
5831,2024-07-30,92.85
5831,2024-10-28,95.57
5831,2025-01-26,95.76
5831,2025-04-26,87.63
6062,2021-06-13,90.87
6062,2021-09-11,91.26
6062,2021-12-10,89.72
6062,2022-03-10,95.26
6062,2022-06-08,93.03
6062,2022-09-06,90.53
6062,2022-12-05,91.35
5776,2024-01-13,90.16
5776,2024-04-12,94.93
5776,2024-07-11,92.11
5776,2024-10-09,93.08
5776,2025-01-07,85.13
5776,2025-04-07,90.68
5776,2025-07-06,78.05
5672,2022-12-26,88.79
5672,2023-03-26,89.71
5672,2023-06-24,88.84
5672,2023-09-22,89.69
5672,2023-12-21,94.92
5672,2024-03-20,90.82
5672,2024-06-18,80.68
5693,2023-01-01,90.17
5693,2023-04-01,89.89
5693,2023-06-30,90.54
5693,2023-09-28,95.05
5693,2023-12-27,86.87
5693,2024-03-26,86.36
5261,2023-07-28,94.31
5261,2023-10-26,90.96
5261,2024-01-24,91.5
5261,2024-04-23,90.02
5261,2024-07-22,96.69
5261,2024-10-20,91.92
5988,2024-04-27,85.67
5988,2024-07-26,85.93
5988,2024-10-24,82.36
5988,2025-01-22,83.56
5988,2025-04-22,78.0
5082,2024-11-05,71.18
5082,2025-02-03,65.99
5082,2025-05-04,66.35
5082,2025-08-02,74.1
5082,2025-10-31,64.33
5797,2022-01-20,78.23
5797,2022-04-20,76.23
5797,2022-07-19,74.74
5797,2022-10-17,77.49
5797,2023-01-15,74.01
5828,2024-10-02,90.73
5828,2024-12-31,90.11
5828,2025-03-31,90.85
5828,2025-06-29,90.5
5828,2025-09-27,80.77
5191,2024-08-19,94.83
5191,2024-11-17,86.53
5191,2025-02-15,85.85
5191,2025-05-16,88.9
5191,2025-08-14,79.92
5170,2021-12-16,93.22
5170,2022-03-16,95.74
5170,2022-06-14,91.93
5170,2022-09-12,85.81
5716,2021-10-18,92.42
5716,2022-01-16,92.73
5716,2022-04-16,86.43
5716,2022-07-15,84.3
5556,2022-04-27,73.9
5556,2022-07-26,80.14
5556,2022-10-24,80.28
5556,2023-01-22,66.11
5337,2024-11-08,98.07
5337,2025-02-06,100.0
5337,2025-05-07,100.0
5337,2025-08-05,86.71
5814,2025-01-12,81.65
5814,2025-04-12,77.14
5814,2025-07-11,83.84
5814,2025-10-09,72.93
5872,2023-05-29,92.16
5872,2023-08-27,93.57
5872,2023-11-25,95.38
5872,2024-02-23,91.16
6049,2024-05-28,80.99
6049,2024-08-26,86.33
6049,2024-11-24,86.71
6049,2025-02-22,74.41
5684,2021-04-17,96.83
5684,2021-07-16,93.56
5684,2021-10-14,89.13
5749,2023-06-18,77.61
5749,2023-09-16,75.22
5749,2023-12-15,70.34
5471,2024-12-09,86.93
5471,2025-03-09,89.18
5471,2025-06-07,72.02
5204,2023-08-04,75.14
5204,2023-11-02,77.01
5204,2024-01-31,71.8
5543,2024-01-31,87.36
5543,2024-04-30,86.01
5543,2024-07-29,86.34
5300,2025-03-15,66.91
5300,2025-06-13,71.56
5300,2025-09-11,58.62
5166,2021-10-03,75.87
5166,2022-01-01,75.19
5166,2022-04-01,67.06
5647,2023-07-22,79.74
5647,2023-10-20,78.42
5647,2024-01-18,76.4
5760,2024-02-15,82.98
5760,2024-05-15,76.56
5760,2024-08-13,67.3
5775,2023-12-07,91.12
5775,2024-03-06,93.4
5775,2024-06-04,82.42
5726,2024-05-01,86.98
5726,2024-07-30,75.6
5798,2022-12-10,87.35
5798,2023-03-10,85.73
5068,2021-07-18,92.63
5068,2021-10-16,82.08
5609,2021-04-06,83.42
5609,2021-07-05,79.47
5169,2022-11-17,86.55
5169,2023-02-15,71.66
5405,2022-03-14,85.02
5405,2022-06-12,84.58
5963,2022-04-01,71.28
5963,2022-06-30,60.73
5165,2024-11-15,83.66
5165,2025-02-13,78.46
5490,2024-01-17,75.97
5490,2024-04-16,66.67
5056,2022-08-17,82.06
5056,2022-11-15,70.39
5555,2024-12-30,84.72
5555,2025-03-30,74.6
5553,2023-01-15,95.05
5553,2023-04-15,87.47
5585,2023-04-01,80.36
5585,2023-06-30,69.56
5901,2024-10-05,83.89
5901,2025-01-03,80.6
5366,2023-04-07,98.2
5366,2023-07-06,83.77
5518,2024-06-01,84.31
5518,2024-08-30,78.92
5475,2021-09-15,80.1
5475,2021-12-14,64.59
6008,2023-06-03,86.88
6008,2023-09-01,79.22
5139,2025-01-17,77.17
5139,2025-04-17,72.93
5545,2025-08-06,81.39
5545,2025-11-04,73.79
5047,2024-09-16,60.93
5948,2022-05-17,66.78
5194,2025-05-08,83.71
5445,2025-08-08,91.89
5920,2022-07-18,67.93
5733,2021-07-15,83.13
5424,2022-04-16,59.38
5804,2023-01-26,79.68
5993,2024-03-18,72.59
5745,2023-03-27,61.31
5581,2024-03-01,89.15
5392,2024-09-02,76.01
5766,2023-05-21,74.61
5827,2023-02-11,84.19
6061,2023-04-14,78.56
5038,2022-09-02,81.03
6001,2023-01-31,79.59
5819,2023-05-15,76.36
5994,2024-09-05,67.88
5783,2024-07-11,74.06
5296,2022-10-10,68.47
5260,2022-12-31,92.43
5023,2021-11-23,75.89
5548,2023-06-16,67.54
5449,2025-11-24,78.79
5389,2023-08-15,81.15
5021,2022-12-17,91.26
5879,2025-11-26,81.41
5935,2024-11-05,74.15
6043,2022-09-10,75.56
5428,2025-08-04,66.8
5417,2025-03-13,92.38
5408,2022-08-05,73.16
5696,2023-02-02,78.41
5434,2024-02-07,81.71
5266,2025-01-16,87.57
5394,2021-10-01,80.72
5481,2023-09-21,74.17
5524,2022-04-24,62.69
5604,2024-05-09,83.76
5244,2022-08-10,69.9
5367,2025-10-14,88.57
5558,2024-10-19,84.7
5532,2023-10-17,79.34
5079,2022-03-21,74.07
5398,2022-07-24,77.25
5357,2021-10-10,83.7
5080,2022-08-27,75.26
5605,2025-03-16,73.84
5042,2021-09-18,72.79
5426,2023-06-02,70.23
5642,2025-05-01,74.36
5632,2023-12-07,67.47
5494,2021-04-10,82.83
5251,2025-11-11,86.34
5883,2022-08-14,89.54
5840,2025-02-10,68.13
5909,2025-12-29,78.33
5617,2022-03-21,71.55
5865,2021-12-21,68.18
5441,2024-07-31,81.83
5314,2025-11-27,76.12
5373,2023-03-03,76.56
5758,2022-08-06,78.15
5421,2025-06-22,77.28
5452,2021-10-20,77.06
5190,2024-04-25,66.84
5666,2024-03-26,82.47
5480,2022-04-07,75.72
5706,2026-01-26,79.65
5700,2023-01-14,72.68
5859,2024-09-07,64.54
5834,2025-06-24,75.91
5767,2022-01-22,94.83
5625,2024-08-05,78.77
5947,2023-04-11,83.32
5919,2022-12-14,77.78
5938,2022-06-09,87.9
5180,2023-03-30,87.06
5889,2025-09-20,77.71
5727,2023-05-23,78.94
5214,2025-07-26,74.5
6064,2025-11-28,69.66
5219,2022-11-27,77.93
5674,2021-11-29,74.38
5785,2024-05-16,94.65
5785,2024-08-14,92.58
5785,2024-11-12,90.87
5785,2025-02-10,89.61
5785,2025-05-11,90.78
5785,2025-08-09,91.51
5785,2025-11-07,85.58
5132,2024-09-09,86.49
5132,2024-12-08,90.05
5132,2025-03-08,89.62
5132,2025-06-06,93.97
5132,2025-09-04,87.64
5132,2025-12-03,85.1
5552,2024-11-30,80.56
5552,2025-02-28,74.62
5552,2025-05-29,81.97
5552,2025-08-27,75.41
5552,2025-11-25,77.41
5171,2025-03-02,92.67
5171,2025-05-31,93.67
5171,2025-08-29,92.17
5171,2025-11-27,85.3
5283,2025-04-12,81.61
5283,2025-07-11,74.76
5283,2025-10-09,74.3
5453,2025-05-30,66.65
5453,2025-08-28,73.88
5453,2025-11-26,67.06
5304,2025-07-10,88.62
5304,2025-10-08,88.39
5012,2025-08-12,85.09
5012,2025-11-10,79.25
5343,2025-08-27,72.28
5343,2025-11-25,68.64
5630,2025-10-01,80.52
5630,2025-12-30,84.24
5704,2025-11-27,88.62
5344,2025-12-07,68.68
5253,2026-01-18,78.24
5723,2026-02-05,84.45
5582,2026-02-18,92.95
5101,2026-03-10,77.84
5588,2026-03-16,79.02
5822,2021-11-29,83.82
5822,2022-02-27,83.16
5822,2022-05-28,89.17
5822,2022-08-26,84.32
5822,2022-11-24,86.7
5822,2023-02-22,80.53
5822,2023-05-23,88.1
5822,2023-08-21,84.46
5822,2023-11-19,84.84
5822,2024-02-17,89.67
5822,2024-05-17,77.45
5868,2021-09-25,92.72
5868,2021-12-24,95.41
5868,2022-03-24,86.58
5868,2022-06-22,88.27
5868,2022-09-20,91.91
5868,2022-12-19,88.91
5868,2023-03-19,95.3
5868,2023-06-17,80.97
6037,2023-06-03,94.35
6037,2023-09-01,95.97
6037,2023-11-30,93.2
6037,2024-02-28,93.34
6037,2024-05-28,100.0
6037,2024-08-26,97.61
6037,2024-11-24,94.49
5976,2021-07-17,91.01
5976,2021-10-15,93.62
5976,2022-01-13,89.74
5976,2022-04-13,91.57
5976,2022-07-12,88.64
5976,2022-10-10,92.3
5976,2023-01-08,85.62
5697,2024-03-13,72.56
5697,2024-06-11,72.23
5697,2024-09-09,73.1
5697,2024-12-08,72.93
5697,2025-03-08,70.78
5697,2025-06-06,74.25
5697,2025-09-04,63.22
5986,2021-04-27,98.52
5986,2021-07-26,100.0
5986,2021-10-24,98.13
5986,2022-01-22,94.84
5986,2022-04-22,100.0
5986,2022-07-21,89.44
5186,2021-07-31,77.27
5186,2021-10-29,78.34
5186,2022-01-27,83.8
5186,2022-04-27,83.93
5186,2022-07-26,83.82
5186,2022-10-24,70.99
5549,2023-01-09,90.25
5549,2023-04-09,93.33
5549,2023-07-08,94.5
5549,2023-10-06,90.85
5549,2024-01-04,78.57
5295,2021-12-23,92.74
5295,2022-03-23,94.42
5295,2022-06-21,94.31
5295,2022-09-19,98.68
5295,2022-12-18,90.54
5661,2024-07-10,98.68
5661,2024-10-08,100.0
